id,pcat_id,code,field1,field2,field3,field4,field5,field6
495,62,BON-AFILTER-005,"Compatible with 17211-ZE7-W01/W03
Honda/GXV160,
HPC216K1HA AND
HRC216K15XA",Honda,,,,
496,62,BON-AFILTER-006,Compatible with Honda 13HP AIR FILTER,Honda,,,,
497,62,BON-AFILTER-007,"Compatible with 55 HP Honda AIR FILTER
",Honda,,,,
498,62,BON-AFILTER-008,Compatible with AIR FILTER Honda GP 160,Honda,,,,
499,62,BON-AFILTER-009,"Compatible with 17210-ZE1-822
Honda GX110,120,140 AND GX160",Honda,,,,
500,62,BON-AFILTER-010,"Compatible with 17211-ZG9-M00
Honda GXV140 & GX160",Honda,,,,
501,62,BON-AFILTER-011,"Compatible with 4223-141-0300 
STIHL TS700/TS800",STIHL,,,,
502,62,BON-AFILTER-012,"Compatible with 42031410301 STIHL TS400 BR320 Br400 Engine 
",STIHL,,,,
503,62,BON-AFILTER-013,"Compatible with 4238-141-0300B
STIHL TS410 & TS420
",STIHL,,,,
504,62,BON-AFILTER-014,"Compatible with 4203-141-0300
STIHL BR320 BR400 ENGINE 
",STIHL,,,,
505,62,BON-AFILTER-015,"Compatible with STIHL HS85 
",STIHL,,,,
506,62,BON-AFILTER-016,"Compatible with STIHL 4224-140-1801A
",STIHL,,,,
507,62,BON-AFILTER-017,"Compatible with 42371410300
STIHL HS81T 
",STIHL,,,,
508,62,BON-AFILTER-018,"Compatible with 42231401800 
STIHL TS400
",STIHL,,,,
509,62,BON-AFILTER-019,"Compatible with STIHL 42241410300A
TS700
",STIHL,,,,
510,62,BON-AFILTER-020,"Compatible with 4282-141-0300B
STIHL BR500 & BR600",STIHL,,,,
511,62,BON-AFILTER-021,"Compatible with STIHL 42381404401/42381404402/42381401800
STIHL BR320",STIHL,,,,
512,62,BON-AFILTER-022,"Compatible with 4203-141-0310
STIHL BR320 BR400 S100945",STIHL,,,,
513,62,BON-AFILTER-023,"Compatible with 41371242800
STIHL FS85R, HS80 AND HS85",STIHL,,,,
514,62,BON-AFILTER-024,"Compatible with B&S # 491588 
B&S # 491588S 
",B&S SERIES,,,,
515,62,BON-AFILTER-025,"Compatible with 690610/JOHN DEERE M147431 
OHV ENGINES FOR 55 THRU 675 HP ENGINES
",B&S SERIES,,,,
516,62,BON-AFILTER-026,"Compatible with 499486
B&S AIR fiLTER
",B&S SERIES,,,,
517,62,BON-AFILTER-027,"Compatible with 397795 90700, 91700 FOR 35 AND4 HP MAX AND 2-CYCLE ENGINES
",B&S SERIES,,,,
518,62,BON-AFILTER-028,"Compatible with 494511S 4145 494511 93400, 115400 AND 133400
",B&S SERIES,,,,
519,62,BON-AFILTER-029,"Compatible with 399877
FOR 35 HP QUANTUM ENGINES WITH SIDESTARTER",B&S SERIES,,,,
520,62,BON-AFILTER-030,"Compatible with 697152
B&S AIR FILTER",B&S SERIES,,,,
521,62,BON-AFILTER-031,Compatible with BRIGGS & STRATTON 710266 0710266 185400 AND 235400-245400,B&S SERIES,,,,
522,62,BON-AFILTER-032,"Compatible with 792105
B&S ENGINES EXTENDED LIFE SERIES V-TWIN 160–270 GROSS 
HP/CV RI",B&S SERIES,,,,
523,62,BON-AFILTER-033,Compatible with 393957 390930 393957S 4106 FOR 7 THRU 18 HP HORIZONTAL ENGINES,B&S SERIES,,,,
524,62,BON-AFILTER-034,"
Compatible with B&S SERIES",,,,,
525,62,BON-AFILTER-035,"Compatible with 692519
B&S SERIES",B&S SERIES,,,,
526,62,BON-AFILTER-036,"Compatible with 497725
B&S SERIES",B&S SERIES,,,,
527,62,BON-AFILTER-037,"Compatible with 493909 496894
B&S 12-125 HP BAF-122 ENGINE",B&S SERIES,,,,
528,62,BON-AFILTER-038,"Compatible with BRIGGS & STRATTON 692446-4224
B&S SERIES",B&S SERIES,,,,
529,62,BON-AFILTER-039,"Compatible with BRIGGS & STRATTON 697153
286H77-0121",B&S SERIES,,,,
530,62,BON-AFILTER-040,"Compatible with BRIGGS & STRATTON 790166 5404H 093302、093312 AND 093332
B&S SERIES",B&S SERIES,,,,
531,62,BON-AFILTER-041,Compatible with 394018 394018S 5050H BRIGGS & STRATTON 290000,B&S SERIES,,,,
532,62,BON-AFILTER-042,Compatible with BRIGGS & STRATTON 0157193 121600、OHV,B&S SERIES,,,,
533,62,BON-AFILTER-043,"
Compatible with B&S",B&S SERIES,,,,
534,62,BON-AFILTER-044,"Compatible with 17211-ZL8-000
17211-ZL8-003
Honda GCV135/160, 
GC135/160
HRB476,HRS216",Honda,,,,
535,62,BON-AFILTER-045,"Compatible with Honda/17210-ZE7-505 
Honda/17210-ZE7-003 
Honda/17210-ZE7-013
GXV-120 ",Honda,,,,
536,62,BON-AFILTER-046,"Compatible with 17211-Z0A-013
Honda GCV520,GCV531",Honda,,,,
537,62,BON-AFILTER-047,Compatible with MTD: 311-M6-0001,Honda,,,,
538,62,BON-AFILTER-048,Compatible with 17218-888-003,Honda,,,,
539,62,BON-AFILTER-049,"Compatible with 11013-7002 
KAWASAKI FH500V 17 HP, FH580V 19HP AND FH680D 23HP",KAWASAKI SERIES,,,,
540,62,BON-AFILTER-050,"Compatible with 11013-7010 11029-7002 11029-7012 
KAWASAKI FH601V,FH721V",KAWASAKI SERIES,,,,
541,62,BON-AFILTER-051,"Compatible with 11013-7017 
FH381V AND FH430V",KAWASAKI SERIES,,,,
542,62,BON-AFILTER-052,"Compatible with 11013-7031
KAWASAKI FH 381V, 450V,541V & 580V",KAWASAKI SERIES,,,,
543,62,BON-AFILTER-053,"Compatible with KOHLER/25 083 01-S
KAWASAKI/11013-7020
KAWASAKI 25 HP
KOHLER CH20S-646",KAWASAKI SERIES,,,,
544,62,BON-AFILTER-054,"Compatible with KAWASAKI 11013-7019
KOHLER 25-083-04",KAWASAKI SERIES,,,,
545,62,BON-AFILTER-055,Compatible with KAWASAKI 11013-2143,KAWASAKI SERIES,,,,
546,62,BON-AFILTER-056,"Compatible with KAWASAKI
11029-7010",KAWASAKI SERIES,,,,
547,62,BON-AFILTER-057,Compatible with KAWASAKI 11013-2151,KAWASAKI SERIES,,,,
548,62,BON-AFILTER-058,"Compatible with KOHLER 25 083 02-S
KOHLER CH25,CH26，TH16",KAWASAKI SERIES,,,,
549,62,BON-AFILTER-059,"Compatible with KAWASAKI 11013-7038 
KAWASAKI 11013-7039
fiTS FX850V, FX751V, FX801V,F",KAWASAKI SERIES,,,,
550,62,BON-AFILTER-060,"Compatible with KAWASAKI 11013-2020
KAWASAKI 11013-2021",KAWASAKI SERIES,,,,
551,62,BON-AFILTER-061,"Compatible with KOHLER 12-083-10
KOHLER CV11-CV16 AND CV460-CV490;",KOHLER SERIES,,,,
552,62,BON-AFILTER-062,Compatible with KOHLER 35066,KOHLER SERIES,,,,
553,62,BON-AFILTER-063,Compatible with KOHLER 4508302,KOHLER SERIES,,,,
554,62,BON-AFILTER-064,"Compatible with KOHLER/12 083 05-S
KOHLER CV11-CV16 
FOR 11HP THRU 16HP",KOHLER SERIES,,,,
555,62,BON-AFILTER-065,Compatible with KOHLER 47-083-03-S1,KOHLER SERIES,,,,
556,62,BON-AFILTER-066,"KOHLER 20 083 02-S
KOHLER SV470S,SV610
194*136*31",KOHLER SERIES,,,,
557,62,BON-AFILTER-067,Compatible with TECUMSEH 36905,TECUMSEH,,,,
558,62,BON-AFILTER-068,Compatible with TECUMSEH 30727,TECUMSEH,,,,
559,62,BON-AFILTER-069,Compatible with TECUMSEH 36046,TECUMSEH,,,,
560,62,BON-AFILTER-070,Compatible With Standard Series,,,,,
561,62,BON-AFILTER-071,Compatible With Standard Series,,,,,
562,62,BON-AFILTER-072,Compatible With Standard Series,,,,,
563,63,FILTRO-DE-COMBUSTIBLE,Model,,,,,
564,63,BON-OLFILTER-001,Compatible with Honda GX390 GX340 GX270 GX240 GX200 GX160 GX140 GX120 GX110,,,,,
565,63,BON-OLFILTER-002,Compatible with STIHL MS 660,,,,,
566,63,BON-OLFILTER-003,Compatible with HUSQVARNA,,,,,
567,63,BON-OLFILTER-004,Compatible with STIHL,,,,,
568,63,BON-OLFILTER-005,Compatible with STIHL,,,,,
569,63,BON-OLFILTER-006,Compatible with STIHL,,,,,
570,63,BON-OLFILTER-007,Compatible with STIHL,,,,,
571,63,BON-OLFILTER-008,Compatible with STIHL,,,,,
572,63,BON-OLFILTER-009,Compatible with STIHL,,,,,
573,63,BON-OLFILTER-010,Compatible with STIHL,,,,,
574,63,BON-OLFILTER-011,Compatible with ZENOAH,,,,,
575,63,BON-OLFILTER-012,Compatible with ZENOAH,,,,,
576,63,BON-OLFILTER-013,Compatible with ZENOAH,,,,,
577,63,BON-OLFILTER-014,Compatible with ZENOAH,,,,,
578,63,BON-OLFILTER-015,Compatible with ZENOAH,,,,,
579,63,BON-OLFILTER-016,Compatible with ZENOAH,,,,,
580,63,BON-OLFILTER-017,Compatible with HUSQVARNA,,,,,
581,63,BON-OLFILTER-018,Compatible with HUSQVARNA,,,,,
582,63,BON-OLFILTER-019,Compatible with HUSQVARNA,,,,,
583,63,BON-OLFILTER-020,Compatible with HUSQVARNA,,,,,
584,63,BON-OLFILTER-021,Compatible with HUSQVARNA,,,,,
585,63,BON-OLFILTER-022,Compatible with HUSQVARNA,,,,,
586,63,BON-OLFILTER-023,Compatible with HUSQVARNA,,,,,
587,63,BON-OLFILTER-024,Compatible with HUSQVARNA,,,,,
588,63,BON-OLFILTER-025,Compatible with UNIVERSAL,,,,,
589,63,BON-OLFILTER-026,Compatible with UNIVERSAL,,,,,
590,63,BON-OLFILTER-027,Compatible with UNIVERSAL,,,,,
591,63,BON-OLFILTER-028,Compatible with UNIVERSAL,,,,,
592,63,BON-OLFILTER-029,Compatible with UNIVERSAL,,,,,
593,63,BON-OLFILTER-030,Compatible with UNIVERSAL,,,,,
594,63,BON-OLFILTER-031,Compatible with UNIVERSAL,,,,,
595,63,BON-OLFILTER-032,Compatible with UNIVERSAL,,,,,
596,63,BON-OLFILTER-033,Compatible with UNIVERSAL,,,,,
597,63,BON-OLFILTER-034,Compatible with UNIVERSAL,,,,,
598,64,oil-pumps,Model,Brand,,,,
599,64,BON-OLPUMP-001,"Compatible with STIHL 066, MS660 Chainsaw 
",STIHL,,,,
600,64,BON-OLPUMP-002,"Compatible with STIHL 038, MS380 Chainsaw",STIHL,,,,
601,64,BON-OLPUMP-003,Compatible with Husqvarna 288,Husqvarna,,,,
602,64,BON-OLPUMP-004,"Compatible with Chinese Chainsaw 4500/5200/5800
",Chinese,,,,
603,64,BON-OLPUMP-005,"Compatible with 017, 018, 021, 023, 025, MS170, MS180, MS230, MS250 ChainsawS",STIHL,,,,
604,64,BON-OLPUMP-006,"Compatible with STIHL 046,MS460
STIHL",STIHL,,,,
605,64,BON-OLPUMP-007,"Compatible with HUSQVARNA 50,51,55 Chainsaw",HUSQVARNA,,,,
606,64,BON-OLPUMP-008,Compatible with HUSQVARNA 61 66 268 266 272 Chainsaw,HUSQVARNA,,,,
607,64,BON-OLPUMP-009,"Compatible with HUSQVARNA 235, 235E, 236,236E, 240, 240E, Chainsaw",HUSQVARNA,,,,
608,64,BON-OLPUMP-010,"Compatible with HUSQVARNA 340,345,345E EPA Chainsaw 
",HUSQVARNA,,,,
609,64,BON-OLPUMP-011,Compatible with HUSQVARNA 36 41 136 137 141 142 Chainsaw POULAN CRAFTMAN 255 295 310 3,HUSQVARNA,,,,
610,64,BON-OLPUMP-012,"Compatible with HUSQ 362 , 365,371,372,385,390,362XP,371XP ChainsawS",HUSQVARNA,,,,
611,64,BON-OLPUMP-013,"Compatible with ECHO 40,CS-3500,CS440,CS4200,CS4400,CS4000",ECHO,,,,
612,64,BON-OLPUMP-014,Compatible with 382,STIHL,,,,
613,64,BON-OLPUMP-015,Compatible with Chinese 3800 Chainsaw,Chinese,,,,
614,64,BON-OLPUMP-016,"Compatible with SF 28405(16405)
",Chinese,,,,
615,64,BON-OLPUMP-017,Compatible with PT-T88,Chinese,,,,
616,65,PINION,Model,Brand,Size,,,
617,65,BON-SPROCKET-001,"Compatible with STIHL 038, MS380,MS381,",STIHL,3/8” - 7,,,
618,65,BON-SPROCKET-002,"Compatible with HUSQVARNA 181, 185, 281, 285, 288, 298, 1100, 2100, 2101, 394, 395, 39",HUSQVARNA,3/8” - 7,,,
619,65,BON-SPROCKET-003,"Compatible with STIHL 017, 018, 019,019T, 021, 023, 025, MS210, MS250, MS170, MS180, M",STIHL,.325” - 7,,,
620,65,BON-SPROCKET-004,"Compatible with STIHL 017, 018, 019,019T, 021, 023, 025, MS210, MS250, MS170, MS180, M",STIHL,3/8” LP - 6,,,
621,65,BON-SPROCKET-005,"Compatible with STIHL 034, 036, 029, 039, MS290, MS310, MS340, MS360, MS361, MS390",STIHL,.325” - 7,,,
622,65,BON-SPROCKET-006,"Compatible with HUSQVARNA 50, 51, 154, 254, 262, 55, 257",HUSQVARNA,.325” - 7,,,
623,65,BON-SPROCKET-007,"Compatible with HUSQVARNA 61, 66, 162, 222, 266, 268, 272, RANCBONR 61",HUSQVARNA,3/8” - 7,,,
624,65,BON-SPROCKET-008,"Compatible with CS3000, CS3050, CS3350, CS3400, CS340, CS341, CS3450, CS346,CS3500, CS",ECHO,3/8” LP - 6,,,
625,65,BON-SPROCKET-009,"Compatible with CS3600, CS3700, CS3900,CS400, CS4100,CS420, CS4200,CS440, CS4400, CS45",ECHO,.325” - 7,,,
626,65,BON-SPROCKET-010,"Compatible with CS450, CS451, CS451VL, CS452, CS550, CS500,FARMA, CS510, CS600 EVL TWI",ECHO,.325” - 7,,,
627,65,BON-SPROCKET-011,Compatible with 40,ECHO,3/8” - 6,,,
628,65,BON-SPROCKET-012,"Compatible with 4016,4518,",HOMELITE,.325” - 7,,,
629,65,BON-SPROCKET-013,"Compatible with 044, 046, MS440, MS361, MS460
3/8” - 7",STIHL,3/8” - 7,,,
630,65,BON-SPROCKET-014,"Compatible with H435 
",HUSQVARNA,".325"" - 7",,,
631,65,BON-SPROCKET-015,Compatible with H455,HUSQVARNA,"3/8"" - 7",,,
632,65,BON-SPROCKET-016,"Compatible with PARTNER 340S,350S,360S",PARTNER,"3/8"" - 6",,,
633,65,BON-SPROCKET-017,Compatible with STIHL 09,STIHL,"3/8"" - 6",,,
634,66,PINION-CON-RIM,Model,Size,Brand,,,
635,66,BON-PDRIVE-001,"Compatible with STIHL 064, 066, MS660

",3/8” - 7,STIHL,,,
636,66,BON-PDRIVE-002,"Compatible with HUSQVARNA 181, 185, 281, 285, 288, 298, 1100, 2100, 2101, 394, 395, 39","3/8” - 7
",HUSQVARNA,,,
637,66,BON-PDRIVE-003,"Compatible with Chinese Chainsaw 4500/5200
",.325” - 7,Chinese,,,
638,66,BON-PDRIVE-004,"Compatible with STIHL 017, 018, 019,019T, 021, 023, 025, MS210, MS250, MS170, MS180, M",".325” - 7
",STIHL,,,
639,66,BON-PDRIVE-005,"Compatible with STIHL 034, 036, 029, 039, MS290, MS310, MS340, MS360, MS361, MS390
",3/8” - 7,STIHL,,,
640,66,BON-PDRIVE-006,"Compatible with HUSQVARNA 50, 51, 154, 254, 262, 55, 257
",.325” - 7,HUSQVARNA,,,
641,66,BON-PDRIVE-007,"Compatible with HUSQ365
",3/8” - 7,HUSQVARNA,,,
642,66,BON-PDRIVE-008,"Compatible with HUSQVARNA 61, 66, 162, 222, 266, 268, 272, RANCBONR 61",3/8” - 7,HUSQVARNA,,,
643,66,BON-PDRIVE-009,"Compatible with 044 , 046 , MS440 , MS361 , MS460",3/8” - 7,STIHL,,,
644,66,BON-PDRIVE-010,"Compatible with H455
",".325"" - 7",HUSQVARNA,,,
645,67,EMBERAGUE-TAMBOR-DE-EMBERAGUE,Model,Application,Brand,,,
646,67,BON-CLUTCH-001,"Compatible with STIHL 
064-MS640/066-MS660",Chainsaw,STIHL,,,
647,67,BON-CLUTCH-002,"Compatible with HUSQVARNA
181, 281,288, 390, 394, 395",Chainsaw,HUSQVARNA,,,
648,67,BON-CLUTCH-003,Compatible with STIHL MS-381,Chainsaw,STIHL,,,
649,67,BON-CLUTCH-004,Compatible with HUSQVARNA 143RII,Brushcutter,HUSQVARNA,,,
650,67,BON-CLUTCH-005,Compatible with Chinese Chainsaw 4500/5200/5800,Chainsaw,Chinese/ZENOAH,,,
651,67,BON-CLUTCH-006,Compatible with Chinese Brushcutter CG-430/CG-520,Brushcutter,Chinese,,,
652,67,BON-CLUTCH-007,Compatible with Chinese Brushcutter TU26,Brushcutter,Chinese,,,
653,67,BON-CLUTCH-008,"Compatible with HUSQVARNA 365, 371,372",Chainsaw,HUSQVARNA,,,
654,67,BON-CLUTCH-009,Compatible with STIHL MS-180,Chainsaw,STIHL,,,
655,67,BON-CLUTCH-010,Compatible with HUSQVARNA HUS-268,Chainsaw,HUSQVARNA,,,
656,67,BON-CLUTCH-011,Compatible with EMAK 4193005R N1 CAMPANA FRIZ,Brushcutter,EMAK,,,
657,67,BON-CLUTCH-012,Compatible with EMAK 4191030R N1 CAMP EMOZZO,Brushcutter,EMAK,,,
658,68,CAMPANA-DE-CLUTCH,Model,Size,,,,
659,68,BON-CHOUSING-001,Compatible with Model CHINO,26MM*4T,,,,
660,68,BON-CHOUSING-002,Compatible with Model CHINO,26MM*7T,,,,
661,68,BON-CHOUSING-003,Compatible with Model CHINO,26MM*9T,,,,
662,68,BON-CHOUSING-004,Compatible with HUSQVARNA G45/142/143,28MM*9T,,,,
663,68,BON-CHOUSING-005,Compatible with Honda GX35,28MM*9T,,,,
664,68,BON-CHOUSING-006,Compatible with Honda GX35,28MM*7T,,,,
665,68,BON-CHOUSING-007,Compatible with Model CHINO,28MM*9T,,,,
666,69,gearbox,Model,Size,,,,
667,69,BON-GEARBOX-001,Compatible with Model CHINO,24MM*7T,,,,
668,69,BON-GEARBOX-002,Compatible with Model CHINO,26MM*9T,,,,
669,69,BON-GEARBOX-003,Compatible with Model CHINO,28MM*9T,,,,
670,69,BON-GEARBOX-004,Compatible with HUSQVARNA G45/142/143,28MM*4T,,,,
671,69,BON-GEARBOX-005,Compatible with HUSQVARNA G45/142/143,26MM*9T,,,,
672,69,BON-GEARBOX-006,Compatible with STIHL FS120/85,25.4MM*4T,,,,
673,69,BON-GEARBOX-007,Compatible with STIHL FS120/85,25.4MM*4T,,,,
674,69,BON-GEARBOX-008,Compatible with STIHL FS160/220,28MM*4T,,,,
675,69,BON-GEARBOX-009,Compatible with SHINDAIWA B45,28MM*11T,,,,
676,69,BON-GEARBOX-010,"Compatible with SHINDAIWA C230
",24MM*10T,,,,
677,69,BON-GEARBOX-011,"Compatible with Honda GX35
",28MM*9T,,,,
678,69,BON-GEARBOX-012,"Compatible with OLEO MAC 
",32MM*9T,,,,
679,69,BON-GEARBOX-013,"Compatible with OLEO MAC 
",28MM*10T,,,,
680,70,REPUESTOS-DE-CAJA-DE-ENGRANAJE,Model,Product,,,,
681,70,BON-REPUESTOSGBOX-FS120-001,Compatible with STIHL FS120/85,Nut,,,,
682,70,BON-REPUESTOSGBOX-FS120-002,Compatible with STIHL FS120/85,Upper Pressing Plate,,,,
683,70,BON-REPUESTOSGBOX-FS120-003,Compatible with STIHL FS120/85,Protect The Cover,,,,
684,70,BON-REPUESTOSGBOX-OLEOMAC-32MM-001,Compatible with OLEO MAC 32MM*9T,Large Gear,,,,
685,70,BON-REPUESTOSGBOX-OLEOMAC-32MM-002,Compatible with OLEO MAC 32MM*9T,Small Gear,,,,
686,70,BON-REPUESTOSGBOX-OLEOMAC-32MM-003,Compatible with OLEO MAC 32MM*9T,Shaft,,,,
687,70,BON-REPUESTOSGBOX-OLEOMAC-32MM-004,Compatible with OLEO MAC 32MM*9T,Upper Pressing Plate,,,,
688,70,BON-REPUESTOSGBOX-OLEOMAC-32MM-005,Compatible with OLEO MAC 32MM*9T,Pressing The Plate Down,,,,
689,70,BON-REPUESTOSGBOX-OLEOMAC-32MM-006,Compatible with OLEO MAC 32MM*9T,Protect The Cover,,,,
690,70,BON-REPUESTOSGBOX-OLEOMAC-32MM-007,Compatible with OLEO MAC 32MM*9T,Nut,,,,
691,70,BON-REPUESTOSGBOX-SHINDAIWA45-001,Compatible with SHINDAIWA B45,Large Gear,,,,
692,70,BON-REPUESTOSGBOX-SHINDAIWA45-002,Compatible with SHINDAIWA B45,Small Gear,,,,
693,70,BON-REPUESTOSGBOX-SHINDAIWA45-003,Compatible with SHINDAIWA B45,Shaft / Axis,,,,
694,70,BON-REPUESTOSGBOX-SHINDAIWA45-004,Compatible with SHINDAIWA B45,Upper Pressing Plate,,,,
695,70,BON-REPUESTOSGBOX-SHINDAIWA45-005,Compatible with SHINDAIWA B45,Pressing The Plate Down,,,,
696,70,BON-REPUESTOSGBOX-SHINDAIWA45-006,Compatible with SHINDAIWA B45,Protect The Cover,,,,
697,70,BON-REPUESTOSGBOX-SHINDAIWA45-007,Compatible with SHINDAIWA B45,Nut,,,,
698,70,BON-REPUESTOSGBOX-Chinese-001,"Compatible with Chinese Model
26* 7
26*9
28*7
28*9",Large Gear,,,,
699,70,BON-REPUESTOSGBOX-Chinese-002,"Compatible with Chinese Model
26* 7
26*9
28*7
28*10",Small Gear,,,,
700,70,BON-REPUESTOSGBOX-Chinese-003,"Compatible with Chinese Model
26* 7
26*9
28*7
28*11",Shaft / Axis,,,,
701,70,BON-REPUESTOSGBOX-Chinese-004,"Compatible with Chinese Model
26* 7
26*9
28*7
28*12",Upper Pressing Plate,,,,
702,70,BON-REPUESTOSGBOX-Chinese-005,"Compatible with Chinese Model
26* 7
26*9
28*7
28*13",Pressing The Plate Down,,,,
703,70,BON-REPUESTOSGBOX-Chinese-006,"Compatible with Chinese Model
26* 7
26*9
28*7
28*14",Protect The Cover,,,,
704,70,BON-REPUESTOSGBOX-Chinese-007,"Compatible with Chinese Model
26* 7
26*9
28*7
28*15",Nut,,,,
705,70,BON-REPUESTOSGBOX-HondaGX35-001,Compatible with Honda GX35,Upper Pressing Plate,,,,
706,70,BON-REPUESTOSGBOX-HondaGX35-002,Compatible with Honda GX35,Pressing The Plate Down,,,,
707,70,BON-REPUESTOSGBOX-HondaGX35-004,Compatible with Honda GX35,Protect The Cover,,,,
708,70,BON-REPUESTOSGBOX-HondaGX35-005,Compatible with Honda GX35,Nut,,,,
709,70,BON-REPUESTOSGBOX-OLEOMAC-28MM-001,Compatible with OLEO MAC 28*10T,Large Gear,,,,
710,70,BON-REPUESTOSGBOX-OLEOMAC-28MM-002,Compatible with OLEO MAC 28*10T,Small Gear,,,,
711,70,BON-REPUESTOSGBOX-OLEOMAC-28MM-003,Compatible with OLEO MAC 28*10T,Shaft / Axis,,,,
712,70,BON-REPUESTOSGBOX-OLEOMAC-28MM-004,Compatible with OLEO MAC 28*10T,Upper Pressing Plate,,,,
713,70,BON-REPUESTOSGBOX-OLEOMAC-28MM-005,Compatible with OLEO MAC 28*10T,Pressing The Plate Down,,,,
714,70,BON-REPUESTOSGBOX-OLEOMAC-28MM-006,Compatible with OLEO MAC 28*10T,Protect The Cover,,,,
715,70,BON-REPUESTOSGBOX-OLEOMAC-28MM-007,Compatible with OLEO MAC 28*10T,Nut,,,,
716,71,MONTAJE,Model,Size,,,,
717,71,BON-Chinese-001,Compatible with Model China,28MM*19,,,,
718,71,BON-Chinese-002,Compatible with Oleo Mac,26MM*19,,,,
719,71,BON-Chinese-003,Compatible with Oleo Mac,28MM*19,,,,
720,71,BON-Chinese-004,Compatible with Stihl FS120/85,26MM*19,,,,
721,71,BON-Chinese-005,Compatible with Stihl FS120/85,28MM*19,,,,
722,72,BOBINA-DE-ENCENDIDO,Model,Brand,,,,
723,72,BON-IGNITIONCOIL-001,Compatible with MS660,Sthil,,,,
724,72,BON-IGNITIONCOIL-002,Compatible with MS260 MS280 MS290 MS310 MS340 MS360 MS380 MS381 MS390 MS440 MS640,Sthil,,,,
725,72,BON-IGNITIONCOIL-003,Compatible with HUS 288,Husqvarna,,,,
726,72,BON-IGNITIONCOIL-004,Compatible with HUS 143R-II,Husqvarna,,,,
727,72,BON-IGNITIONCOIL-005,"Compatible with FS160, FS220, FS280, FS290",Sthil,,,,
728,72,BON-IGNITIONCOIL-006,Compatible with 4500 5200 5800,Chinese Chainsaw,,,,
729,72,BON-IGNITIONCOIL-007,Compatible with CG430 CG520,Chinese Brush Cutter 43/52,,,,
730,72,BON-IGNITIONCOIL-008,Compatible with TU26/TL26,Mitsubishi,,,,
731,72,BON-IGNITIONCOIL-009,"Compatible with GXV160/1P60,GXV120, GXV140 T475",Honda,,,,
732,72,BON-IGNITIONCOIL-010,Compatible with T200 T240 Kaaz K32 K33,Mitsubishi,,,,
733,72,BON-IGNITIONCOIL-011,"Compatible with MS170/180,017/018",Sthil,,,,
734,72,BON-IGNITIONCOIL-012,"Compatible with FS120, FS120R , FS200, FS200R, FS250, FS300, FS350, FR350 trimmer",Sthil,,,,
735,72,BON-IGNITIONCOIL-013,"Compatible with FS38 ,FS45, FS46, FS55,FC55,HL45,HS45,KM55",Sthil,,,,
736,72,BON-IGNITIONCOIL-014,"Compatible with FS80, FS85, FC85 ,KM85, FS75 ,HL75, HT75",Sthil,,,,
737,72,BON-IGNITIONCOIL-015,"Compatible with 235, 235E, 236, 236E, 240, 240E",Husqvarna,,,,
738,72,BON-IGNITIONCOIL-016,"Compatible with 39R, 50, 51, 55, 154, 240r, 245r, 245rx, 250r, 250rx, 252rx, 254, 262,",Husqvarna,,,,
739,72,BON-IGNITIONCOIL-017,Compatible with 335XP 340 345 346 350 351 353 357 359 362 365 371 372 385 390,Husqvarna,,,,
740,72,BON-IGNITIONCOIL-018,Compatible with CS350 CS320 CS350T CS351 CS355T CS3000 CS3400 CS3450 3600,ECHO,,,,
741,72,BON-IGNITIONCOIL-019,Compatible with MS180/290/380/440,Sthil,,,,
742,72,BON-IGNITIONCOIL-020,Compatible with 2500,Zenoah,,,,
743,72,BON-IGNITIONCOIL-021,Compatible with FC55 FS38 FS45 FS55 HL45 HS45,Sthil,,,,
744,72,BON-IGNITIONCOIL-022,Compatible with MS210 MS230 MS250,Sthil,,,,
745,72,BON-IGNITIONCOIL-023,Compatible with FS160 FS220 FR220 FS280 FS290,Sthil,,,,
746,72,BON-IGNITIONCOIL-024,Compatible with SR320 SR340 SR380 SR400 SR420 BR320 BR340 BR420,Sthil,,,,
747,72,BON-IGNITIONCOIL-025,Compatible with MS170 MS180,Sthil,,,,
748,72,BON-IGNITIONCOIL-026,Compatible with TD40 TD43 TD48,Kawasaki,,,,
749,72,BON-IGNITIONCOIL-027,Compatible with 50 51 55 61 254 257 261 262 266 268 272,Husqvarna,,,,
750,72,BON-IGNITIONCOIL-028,Compatible with G35L G45L,Zenoah,,,,
751,73,CIGUENAL,Model,Brand,,,,
752,73,BON-CRKSHAFT-001,Compatible with HUS 143 R 11/G45,Husqvarna,,,,
753,73,BON-CRKSHAFT-002,Compatible with STIHL MS-381,Stihl,,,,
754,73,BON-CRKSHAFT-003,"Compatible with TU26 ( Sprayer China, Brushcutter China )",Mitsubishi,,,,
755,73,BON-CRKSHAFT-004,Compatible with Chainsaw 5800,Chinese,,,,
756,73,BON-CRKSHAFT-005,Compatible with Chainsaw 4500/5200,Chinese,,,,
757,73,BON-CRKSHAFT-006,Compatible with Chainsaw 3800,Chinese,,,,
758,73,BON-CRKSHAFT-007,Compatible with Chainsaw 2500,Chinese,,,,
759,73,BON-CRKSHAFT-008,Compatible with Brush Cutter 40F-5 ( Brushcutter China 43 CC),Chinese,,,,
760,73,BON-CRKSHAFT-009,Compatible with Brush Cutter 44F-2A ( Brushcutter China 52 CC),Chinese,,,,
761,73,BON-CRKSHAFT-010,Compatible with STIHL MS-180,Stihl,,,,
762,0,,,,,,,
763,74,Shaft / Axis-PARA-Brushcutter,Model,Brand,Dimensions,,,
