id,pcat_id,code,field1,field2,field3,field4,field5,field6
764,74,BON-ACTUATINGROD-001,Compatible with CG430/520,Brushcutter China,Φ8*9T*1545mm,,,
765,74,BON-ACTUATINGROD-002,Compatible with CG430/520,Brushcutter China,Φ8*7T*1540mm,,,
766,74,BON-ACTUATINGROD-003,Compatible with CG430/520,Brushcutter China,Φ8*9T*1522mm,,,
767,74,BON-ACTUATINGROD-004,Compatible with Husqvarna 143R-II,Husqvarna,"Φ8*9T/Square62mm*1545mm
(Lado del embrague - 9T/ Lado de la caja de ca",,,
768,74,BON-ACTUATINGROD-005,Compatible with STIHL FS120,Stihl,"Φ63*Square5mm*1535mm
(Embrague y caja de cambios en ambos lados Cuadra",,,
769,74,BON-ACTUATINGROD-006,Compatible with STIHL FS280,Stihl,"Φ8*Square62mm*1535mm
(Embrague y caja de cambios en ambos lados Cuadra",,,
770,75,CUCHILLAS-DE-2-3-DIENTES-PARA-Brushcutter,Model,Dimensions,,,,
771,75,HE-BC2TBLADE-001,Compatible with 2 Teeth Blades,2TX355X2.5X25.4,,,,
772,75,HE-BC2TBLADE-002,Compatible with 2 Teeth Blades,2TX400X2.5X25.4,,,,
773,75,HE-BC2TBLADE-003,"Compatible with 2 Teeth Blades
",2TX450X2.5X25.4,,,,
774,75,HE-BC2TBLADE-004,"Compatible with 2 Teeth Blades
",255/2,,,,
775,75,HE-BC2TBLADE-005,"Compatible with 2 Teeth Blades
",255/2,,,,
776,75,HE-BC2TBLADE-006,"Compatible with 2 Teeth Blades
",255/2,,,,
777,75,HE-BC2TBLADE-007,"Compatible with 2 Teeth Blades
",255/2,,,,
778,75,HE-BC3TBLADE-008,"Compatible with 3 Teeth Blades
",305/2,,,,
779,75,HE-BC3TBLADE-009,"Compatible with 3 Teeth Blades
",255/2,,,,
780,76,CUCHILLAS-REDONDAS-PARA-Brushcutter,Model,Application,,,,
781,76,BON-BCRBLADE-001,Compatible with 255- 20T- 20MM/25.4 MM-1.8 MM,"Cut Grass, Branch, Softwood, Hardwood",,,,
782,76,BON-BCRBLADE-002,Compatible with 255- 40T- 20MM/25.4 MM-1.8 MM,"Cut Grass, Branch, Softwood, Hardwood",,,,
783,76,BON-BCRBLADE-003,Compatible with 230- 36T- 20MM/25.4 MM-1.25 MM,"Cut Grass Branch, Shrub",,,,
784,76,BON-BCRBLADE-004,Compatible with 230- 40T- 20MM/25.4 MM-1.25 MM,"Cut Grass Branch, Shrub",,,,
785,76,BON-BCRBLADE-005,Compatible with 255- 36T- 20MM/25.4 MM-1.25 MM,"Cut Grass Branch, Shrub",,,,
786,76,BON-BCRBLADE-006,Compatible with 255- 40T- 20MM/25.4 MM-1.25 MM,"Cut Grass Branch, Shrub",,,,
787,77,PARTES-DE-GOMA-Chainsaw-China,Model,Code,,,,
788,77,BON-Chainsaw-BARChinese-00,"Compatible with BAR LENGTH : 18”
DRIVE LINKS : 72
PITCH : 325”
GAUGE : .058” (1,5MM)",188SLGK095,,,,
789,77,BON-Chainsaw-BARChinese-002,"Compatible with BAR LENGTH : 20”
DRIVE LINKS : 78
PITCH : 325”
GAUGE : .058” (1,5MM)",208SLGK095,,,,
790,77,BON-Chainsaw-BARChinese-003,"Compatible with BAR LENGTH : 22”
DRIVE LINKS : 86
PITCH : 325”
GAUGE : .058” (1,5MM)",,,,,
791,78,MANGUERA-DE-RIEGO,Model,Hose Dimensions (ID),Working Pressure (Bar),Burst Pressure (Bar),Net Weight (Kg/m),
792,78,BON-AGRIHOSE-001,"Compatible with 1""",25,8,25,0.15,
793,78,BON-AGRIHOSE-002,"Compatible with 1-1/4""",32,8,25,0.17,
794,78,BON-AGRIHOSE-003,"1-1/2""",38,8,25,0.2,
795,78,BON-AGRIHOSE-004,"Compatible with 2""",51,4,12,0.22,
796,78,BON-AGRIHOSE-005,"Compatible with 2""",51,6,18,0.28,
797,78,BON-AGRIHOSE-006,"Compatible with 2""",51,8,25,0.3,
798,78,BON-AGRIHOSE-007,"Compatible with 2-1/2""",64,4,13,0.3,
799,78,BON-AGRIHOSE-008,"Compatible with 2-1/2""",64,6,18,0.42,
800,78,BON-AGRIHOSE-009,"Compatible with 3""",76,3,9,0.4,
801,78,BON-AGRIHOSE-010,"Compatible with 3""",76,4,12,0.48,
802,78,BON-AGRIHOSE-011,"Compatible with 3""",76,6,18,0.55,
803,78,BON-AGRIHOSE-012,"Compatible with 3""",76,8,25,0.6,
804,78,BON-AGRIHOSE-013,"Compatible with 4""",102,3,9,0.53,
805,78,BON-AGRIHOSE-014,"Compatible with 4""",102,4,11,0.62,
806,78,BON-AGRIHOSE-015,"Compatible with 4""",102,6,18,0.95,
807,78,BON-AGRIHOSE-016,"Compatible with 5""",125,3,11,0.75,
808,78,BON-AGRIHOSE-017,"Compatible with 6""",152,3,11,0.9,
809,78,BON-AGRIHOSE-018,"Compatible with 8""",200,3,10,1.8,
810,79,MANGEURA-DE-JARDIN-EXPANDIBLE,Model,Inner Tube,MATERIA PRIMA,Applications,,
811,79,BON-EXHOSE-001,Compatible with 25FT,LÁTEX DE DOS CAPAS,2500D Tela,EXPANSIÓN AUTOMÁTICA 3X CON PRESIÓN DE AGUA / ULTRALIGERO / ALMACENAMIENTO ,,
812,79,BON-EXHOSE-002,Compatible with 50FT,LÁTEX DE DOS CAPAS,2500D Tela,EXPANSIÓN AUTOMÁTICA 3X CON PRESIÓN DE AGUA / ULTRALIGERO / ALMACENAMIENTO ,,
813,79,BON-EXHOSE-003,Compatible with 75FT,LÁTEX DE DOS CAPAS,2500D Tela,EXPANSIÓN AUTOMÁTICA 3X CON PRESIÓN DE AGUA / ULTRALIGERO / ALMACENAMIENTO ,,
814,79,BON-EXHOSE-004,Compatible with 100FT,LÁTEX DE DOS CAPAS,2500D Tela,EXPANSIÓN AUTOMÁTICA 3X CON PRESIÓN DE AGUA / ULTRALIGERO / ALMACENAMIENTO ,,
815,79,BON-NHOSE-001,Compatible with 25FT,Size INTERIOR DE PVC: 11*14,1250D,SIN PLOMO/PRESIÓN DE EXPLOSIÓN SUPERIOR A 600 PSI/NO SE EXPANDE NI SE RETRA,,
816,79,BON-NHOSE-002,Compatible with 50FT,Size INTERIOR DE PVC: 11*14,1250D,SIN PLOMO/PRESIÓN DE EXPLOSIÓN SUPERIOR A 600 PSI/NO SE EXPANDE NI SE RETRA,,
817,79,BON-NHOSE-003,Compatible with 75FT,Size INTERIOR DE PVC: 11*14,1250D,SIN PLOMO/PRESIÓN DE EXPLOSIÓN SUPERIOR A 600 PSI/NO SE EXPANDE NI SE RETRA,,
818,79,BON-NHOSE-004,Compatible with 100FT,Size INTERIOR DE PVC: 11*14,1250D,SIN PLOMO/PRESIÓN DE EXPLOSIÓN SUPERIOR A 600 PSI/NO SE EXPANDE NI SE RETRA,,
819,80,ACOPLES-ALUMINIO,Model,Measurement,,,,
820,80,BON-CAMCOUPLING-001,Compatible with A-100,"A-1 """,,,,
821,80,BON-CAMCOUPLING-002,Compatible with A-150,"A-1 1/2""",,,,
822,80,BON-CAMCOUPLING-003,Compatible with A-200,"A-2""",,,,
823,80,BON-CAMCOUPLING-004,Compatible with A-300,"A-3""",,,,
824,80,BON-CAMCOUPLING-005,Compatible with A-400,"A-4""",,,,
825,80,BON-CAMCOUPLING-006,Compatible with B-100,"B-1""",,,,
826,80,BON-CAMCOUPLING-007,Compatible with B-150,"B-1 1/2""",,,,
827,80,BON-CAMCOUPLING-008,Compatible with B-200,"B-2""",,,,
828,80,BON-CAMCOUPLING-009,Compatible with B-300,"B-3""",,,,
829,80,BON-CAMCOUPLING-011,Compatible with C-100,"C-1""",,,,
830,80,BON-CAMCOUPLING-012,Compatible with C-150,"C-1 1/2""",,,,
831,80,BON-CAMCOUPLING-013,Compatible with C-200,"C-2""",,,,
832,80,BON-CAMCOUPLING-014,Compatible with C-300,"C-3""",,,,
833,80,BON-CAMCOUPLING-015,Compatible with C-400,"C-4""",,,,
834,80,BON-CAMCOUPLING-016,Compatible with C-600,"C-6""",,,,
835,80,BON-CAMCOUPLING-017,Compatible with D-100,"D-1""",,,,
836,80,BON-CAMCOUPLING-018,Compatible with D-150,"D-1 1/2""",,,,
837,80,BON-CAMCOUPLING-019,Compatible with D-200,"D-2""",,,,
838,80,BON-CAMCOUPLING-020,Compatible with D-300,"D-3""",,,,
839,80,BON-CAMCOUPLING-021,Compatible with D-400,"D-4""",,,,
840,80,BON-CAMCOUPLING-022,Compatible with E-100,"E-1 """,,,,
841,80,BON-CAMCOUPLING-023,Compatible with E-150,"E-1 1/2""",,,,
842,80,BON-CAMCOUPLING-024,Compatible with E-200,"E-2""",,,,
843,80,BON-CAMCOUPLING-025,Compatible with E-300,"E-3""",,,,
844,80,BON-CAMCOUPLING-026,Compatible with E-400,"E-4""",,,,
845,80,BON-CAMCOUPLING-027,Compatible with E-600,"E-6""",,,,
846,80,BON-CAMCOUPLING-028,Compatible with F-100,"F-1""",,,,
847,80,BON-CAMCOUPLING-029,Compatible with F-150,"F-1 1/2""",,,,
848,80,BON-CAMCOUPLING-030,Compatible with F-200,"F-2""",,,,
849,80,BON-CAMCOUPLING-031,Compatible with F-300,"F-3""",,,,
850,80,BON-CAMCOUPLING-032,Compatible with F-400,"F-4""",,,,
851,80,BON-CAMCOUPLING-033,Compatible with DC-100,"DC-1 """,,,,
852,80,BON-CAMCOUPLING-034,Compatible with DC-150,"DC-1 1/2""",,,,
853,80,BON-CAMCOUPLING-035,Compatible with DC-200,"DC-2""",,,,
854,80,BON-CAMCOUPLING-036,Compatible with DC-300,"DC-3""",,,,
855,80,BON-CAMCOUPLING-037,Compatible with DC-400,"DC-4""",,,,
856,80,BON-CAMCOUPLING-038,Compatible with DP-100,"DP-1""",,,,
857,80,BON-CAMCOUPLING-039,Compatible with DP-150,"DP-1 1/2""",,,,
858,80,BON-CAMCOUPLING-040,Compatible with DP-200,"DP-2""",,,,
859,80,BON-CAMCOUPLING-041,Compatible with DP-300,"DP-3""",,,,
860,80,BON-CAMCOUPLING-042,Compatible with DP-400,"DP-4""",,,,
861,80,BON-CAMCOUPLING-043,Compatible with M-150,"M-1 1/2""",,,,
862,80,BON-CAMCOUPLING-044,Compatible with M-200,"M-2""",,,,
863,80,BON-CAMCOUPLING-045,Compatible with M-300,"M-3""",,,,
864,80,BON-CAMCOUPLING-046,Compatible with M-400,"M-4""",,,,
865,80,BON-CAMCOUPLING-047,Compatible with M-600,"M-6""",,,,
866,80,BON-CAMCOUPLING-048,Compatible with F-150,"F-1 1/2""",,,,
867,80,BON-CAMCOUPLING-049,Compatible with F-200,"F-2""",,,,
868,80,BON-CAMCOUPLING-050,Compatible with F-300,"F-3""",,,,
869,80,BON-CAMCOUPLING-051,Compatible with F-400,"F-4""",,,,
870,80,BON-CAMCOUPLING-052,Compatible with F-600,"F-6""",,,,
871,80,BON-CAMCOUPLING-053,Compatible with FT-150,"S-1 1/2""",,,,
872,80,BON-CAMCOUPLING-054,Compatible with FT-200,"S-2""",,,,
873,80,BON-CAMCOUPLING-055,Compatible with FT-300,"S-3""",,,,
874,80,BON-CAMCOUPLING-056,Compatible with FT-400,"S-4""",,,,
875,80,BON-CAMCOUPLING-057,Compatible with PS-150,"15""",,,,
876,80,BON-CAMCOUPLING-058,Compatible with PS-200,"2""",,,,
877,80,BON-CAMCOUPLING-059,Compatible with PS-300,"3""",,,,
878,80,BON-CAMCOUPLING-060,Compatible with PS-400,"4""",,,,
879,80,BON-CAMCOUPLING-061,Compatible with PS-600,"6""",,,,
880,80,BON-CAMCOUPLING-062,Compatible with KC-150,"KC-1 1/2""",,,,
881,80,BON-CAMCOUPLING-063,Compatible with KC-200,"KC-2""",,,,
882,82,ARNES-PROFESIONAL-PARA-Brushcutter,Model,,,,,
883,82,BON-BCHARNESS-001,Compatible with ARNÉS,,,,,
884,82,BON-BCHARNESS-001,Compatible with ARNÉS,,,,,
885,83,LLANTAS-PARA-CORTACESPED,Model,Wheel Diameter (mm),Wheel Width (mm),Internal Diameter (mm),Hub Center Height (mm),
886,83,BON-LMWHEEL-001,"Compatible With Plastic Wheel Of 8"", Yellow Plastic Hub, With Two Bearings",198,44,12.7,34.5,
887,83,BON-LMWHEEL-002,"Compatible With Plastic Wheel Of 12"", Yellow Plastic Hub, With Two Bearings",296,44,12.7,43,
888,83,BON-LMWHEEL-003,"Compatible With Solid Rubber And Plastic Wheel Of 8"", Orange Plastic Hub, With...",200,45,12.7,37,
889,83,BON-LMWHEEL-004,"Compatible With Plastic Wheel Of 8"", Green Plastic Hub, With Two Bearings",204,45,12.7,34.5,
890,83,BON-LMWHEEL-005,"Compatible With Plastic Wheel Of 6"", Black Plastic Hub, Yellow Cap, With Two Bearings",152,42,12.7,42,
891,83,BON-BCRBLADE-006,"Compatible With Plastic Wheel Of 8"", Black Plastic Hub, Yellow Cap, With Two Bearings",202,46,12.7,42,
892,84,MANGUERA-DE-FUMIGACION-DE-ALTA-PRESION,Model,OD mm,WP BAR,BP BAR,,
893,84,BON-HIGHPRESSUREHOSE-001,Compatible with 7.5,13.5,50 BAR,200 BAR,,
894,84,BON-HIGHPRESSUREHOSE-002,Compatible with 8.5,14.5,50 BAR,200 BAR,,
895,84,BON-HIGHPRESSUREHOSE-003,Compatible with 10,16.5,50 BAR,160 BAR,,
896,84,BON-HIGHPRESSUREHOSE-004,Compatible with 13,19.5,40 BAR,150 BAR,,
897,84,BON-HIGHPRESSUREHOSE-005,Compatible with 16,24,40 BAR,120 BAR,,
898,84,BON-HIGHPRESSUREHOSE-006,Compatible with 19,28,40 BAR,120 BAR,,
899,84,BON-HIGHPRESSUREHOSE-007,Compatible with 25,35,40 BAR,120 BAR,,
900,85,REPUESTOS-DE-FUMIGACION,Model,,,,,
901,85,BON-PLASTICNOZZLE-001,Compatible with Plastic Nozzle,,,,,
902,85,BON-PLASTICNOZZLE-002,Compatible with Plastic Nozzle,,,,,
903,85,BON-PLASTICNOZZLE-003,Compatible with Plastic Nozzle,,,,,
904,85,BON-PLASTICNOZZLE-004,Compatible with Plastic Nozzle,,,,,
905,85,BON-PLASTICNOZZLE-005,Compatible with Plastic Nozzle,,,,,
906,85,BON-PLASTICNOZZLE-006,Compatible with Plastic Nozzle,,,,,
907,85,BON-PLASTICNOZZLE-007,Compatible with Plastic Nozzle,,,,,
908,85,BON-PLASTICNOZZLE-008,Compatible with Plastic Nozzle,,,,,
909,85,BON-PLASTICNOZZLE-009,Compatible with Plastic Nozzle,,,,,
910,85,BON-PLASTICNOZZLE-010,Compatible with Plastic Nozzle,,,,,
911,85,BON-PLASTICNOZZLE-011,Compatible with Plastic Nozzle,,,,,
912,85,BON-PLASTICNOZZLE-012,Compatible with Plastic Nozzle,,,,,
913,85,BON-PLASTICNOZZLE-013,Compatible with Plastic Nozzle,,,,,
914,85,BON-PLASTICNOZZLE-014,Compatible with Plastic Nozzle,,,,,
915,85,BON-PLASTICNOZZLE-015,Compatible with Plastic Nozzle,,,,,
916,85,BON-PLASTICNOZZLE-016,Compatible with Plastic Nozzle,,,,,
917,85,BON-PLASTICNOZZLE-017,Compatible with Plastic Nozzle,,,,,
918,85,BON-PLASTICNOZZLE-018,Compatible with Plastic Nozzle,,,,,
919,85,BON-PLASTICNOZZLE-019,Compatible with Plastic Nozzle,,,,,
920,85,BON-PLASTICNOZZLE-020,Compatible with Plastic Nozzle,,,,,
921,85,BON-PLASTICNOZZLE-021,Compatible with Plastic Nozzle,,,,,
922,85,BON-PLASTICNOZZLE-022,Compatible with Plastic Nozzle,,,,,
923,85,BON-PLASTICNOZZLE-023,Compatible with Plastic Nozzle,,,,,
924,85,BON-PLASTICNOZZLE-024,Compatible with Plastic Nozzle,,,,,
925,85,BON-PLASTICNOZZLE-025,Compatible with Plastic Nozzle,,,,,
926,85,BON-PLASTICNOZZLE-026,Compatible with Plastic Nozzle,,,,,
927,85,BON-PLASTICNOZZLE-027,Compatible with Plastic Nozzle,,,,,
928,85,BON-PLASTICNOZZLE-028,Compatible with Plastic Nozzle,,,,,
929,85,BON-PLASTICNOZZLE-029,Compatible with Plastic Nozzle,,,,,
930,85,BON-PLASTICNOZZLE-030,Compatible with Plastic Nozzle,,,,,
931,85,BON-PLASTICNOZZLE-031,Compatible with Plastic Nozzle,,,,,
932,85,BON-PLASTICNOZZLE-032,Compatible with Plastic Nozzle,,,,,
933,85,BON-PLASTICNOZZLE-033,Compatible with Plastic Nozzle,,,,,
934,85,BON-PLASTICNOZZLE-034,Compatible with Plastic Nozzle,,,,,
935,85,BON-PLASTICNOZZLE-035,Compatible with Plastic Nozzle,,,,,
936,85,BON-PLASTICNOZZLE-036,Compatible with Plastic Nozzle,,,,,
937,85,BON-PLASTICNOZZLE-037,Compatible with Plastic Nozzle,,,,,
938,85,BON-PLASTICNOZZLE-038,Compatible with Plastic Nozzle,,,,,
939,85,BON-PLASTICNOZZLE-039,Compatible with Plastic Nozzle,,,,,
940,85,BON-PLASTICNOZZLE-040,Compatible with Plastic Nozzle,,,,,
941,85,BON-PLASTICNOZZLE-041,Compatible with Plastic Nozzle,,,,,
942,85,BON-PLASTICNOZZLE-042,Compatible with Plastic Nozzle,,,,,
943,85,BON-PLASTICNOZZLE-043,Compatible with Plastic Nozzle,,,,,
944,85,BON-PLASTICNOZZLE-044,Compatible with Plastic Nozzle,,,,,
945,85,BON-PLASTICNOZZLE-045,Compatible with Plastic Nozzle,,,,,
946,85,BON-PLASTICNOZZLE-046,Compatible with Plastic Nozzle,,,,,
947,85,BON-PLASTICNOZZLE-047,Compatible with Plastic Nozzle,,,,,
948,85,BON-PLASTICNOZZLE-048,Compatible with Plastic Nozzle,,,,,
949,85,BON-PLASTICNOZZLE-049,Compatible with Plastic Nozzle,,,,,
950,85,BON-PLASTICNOZZLE-050,Compatible with Plastic Nozzle,,,,,
951,85,BON-PLASTICNOZZLE-051,Compatible with Plastic Nozzle,,,,,
952,85,BON-PLASTICNOZZLE-052,Compatible with Plastic Nozzle,,,,,
953,85,BON-PLASTICNOZZLE-053,Compatible with Plastic Nozzle,,,,,
954,85,BON-PLASTICNOZZLE-054,Compatible with Plastic Nozzle,,,,,
955,85,BON-PLASTICNOZZLE-055,Compatible with Plastic Nozzle,,,,,
956,85,BON-PLASTICNOZZLE-056,Compatible with Plastic Nozzle,,,,,
957,85,BON-PLASTICNOZZLE-057,Compatible with Plastic Nozzle,,,,,
958,85,BON-PLASTICNOZZLE-058,Compatible with Plastic Nozzle,,,,,
959,85,BON-BRASSNOZZLE-001,Compatible with Brass Nozzle,,,,,
960,85,BON-BRASSNOZZLE-002,Compatible with Brass Nozzle,,,,,
961,85,BON-BRASSNOZZLE-003,Compatible with Brass Nozzle,,,,,
962,85,BON-BRASSNOZZLE-004,Compatible with Brass Nozzle,,,,,
963,85,BON-BRASSNOZZLE-005,Compatible with Brass Nozzle,,,,,
964,85,BON-BRASSNOZZLE-006,Compatible with Brass Nozzle,,,,,
965,85,BON-BRASSNOZZLE-007,Compatible with Brass Nozzle,,,,,
966,85,BON-BRASSNOZZLE-008,Compatible with Brass Nozzle,,,,,
967,85,BON-BRASSNOZZLE-009,Compatible with Brass Nozzle,,,,,
968,85,BON-BRASSNOZZLE-011,Compatible with Brass Nozzle,,,,,
969,85,BON-BRASSNOZZLE-012,Compatible with Brass Nozzle,,,,,
970,85,BON-BRASSNOZZLE-013,Compatible with Brass Nozzle,,,,,
971,85,BON-BRASSNOZZLE-014,Compatible with Brass Nozzle,,,,,
972,85,BON-BRASSNOZZLE-015,Compatible with Brass Nozzle,,,,,
973,85,BON-BRASSNOZZLE-016,Compatible with Brass Nozzle,,,,,
974,85,BON-BRASSNOZZLE-017,Compatible with Brass Nozzle,,,,,
975,85,BON-BRASSNOZZLE-018,Compatible with Brass Nozzle,,,,,
976,85,BON-BRASSNOZZLE-019,Compatible with Brass Nozzle,,,,,
977,85,BON-STEELNOZZLE-001,Compatible with Stainless Steel Nozzle,,,,,
978,85,BON-STEELNOZZLE-002,Compatible with Stainless Steel Nozzle,,,,,
979,85,BON-STEELNOZZLE-003,Compatible with Stainless Steel Nozzle,,,,,
980,85,BON-STEELNOZZLE-004,Compatible with Stainless Steel Nozzle,,,,,
981,85,BON-STEELNOZZLE-005,Compatible with Stainless Steel Nozzle,,,,,
982,85,BON-STEELNOZZLE-006,Compatible with Stainless Steel Nozzle,,,,,
983,85,BON-BALLCOCK-13.8-18-001,Compatible with CONECTOR,,,,,
984,85,BON-BALLCOCK-13.8-18-002,Compatible with CONECTOR,,,,,
985,85,BON-CONNECTOR-001,Compatible with CONECTOR,,,,,
986,85,BON-CONNECTOR-002,Compatible with CONECTOR,,,,,
987,85,BON-CONNECTOR-003,Compatible with CONECTOR,,,,,
988,85,BON-CONNECTOR-004,Compatible with CONECTOR,,,,,
989,85,BON-CONNECTOR-005,Compatible with CONECTOR,,,,,
990,85,BON-LANCE-001,Compatible with Spray Lance,,,,,
991,85,BON-LANCE-002,Compatible with Spray Lance,,,,,
992,85,BON-LANCE-003,Compatible with Spray Lance,,,,,
993,85,BON-LANCE-004,Compatible with Spray Lance,,,,,
994,85,BON-LANCE-005,Compatible with Spray Lance,,,,,
995,85,BON-LANCE-006,Compatible with Spray Lance,,,,,
996,85,BON-LANCE-008,Compatible with Spray Lance,,,,,
997,85,BON-LANCE-009,Compatible with Spray Lance,,,,,
998,85,BON-SPRAYGUN-SN-90CM-001,Compatible with BOQUILLA RECTA - 90 CMS,,,,,
999,85,BON-SPRAYGUN-BN-90CM-002,Compatible with BOQUILLA CURVA - 90 CMS,,,,,
1000,85,BON-SPRAYGUN-ATSN-90CM-003,Compatible with BOQUILLA RECTA AIRE TURBULENTO - 90 CMS,,,,,
1001,85,BON-SPRAYGUN-ATBN-90CM-004,Compatible with BOQUILLA CURVA AIRE TURBULENTO - 90 CMS,,,,,
1002,85,BON-SPRAYGUN-SN-60CM-005,Compatible with BOQUILLA RECTA - 60 CMS,,,,,
1003,85,BON-SPRAYGUN-SN-60CM-006,Compatible with BOQUILLA RECTA - 60 CMS,,,,,
1004,85,BON-SPRAYGUN-90CM-007,Compatible with UNIVERSAL - EST?NDAR,,,,,
1005,85,BON-SPRAYGUN-90CM-008,Compatible with UNIVERSAL - EST?NDAR,,,,,
1006,86,RODAMIENTOS-BALEEROS,Model,,,,,
1007,86,BON-BALLBEARING-001,Compatible with 6001,,,,,
1008,86,BON-BALLBEARING-002,Compatible with 6202,,,,,
1009,86,BON-BALLBEARING-003,Compatible with 6203,,,,,
1010,86,BON-BALLBEARING-004,Compatible with 6204,,,,,
1011,86,BON-BALLBEARING-005,Compatible with 6205,,,,,
1012,86,BON-BALLBEARING-006,Compatible with 6206,,,,,
1013,86,BON-BALLBEARING-007,Compatible with 6000,,,,,
1014,86,BON-BALLBEARING-008,Compatible with 6001,,,,,
1015,86,BON-BALLBEARING-009,Compatible with 6002,,,,,
1016,86,BON-BALLBEARING-010,Compatible with 6003,,,,,
1017,86,BON-BALLBEARING-011,Compatible with 6004,,,,,
1018,86,BON-BALLBEARING-012,Compatible with 6005,,,,,
1019,87,ACCESORIOS-DE-CADENA-DE-Chainsaw,Model,,,,,
1020,87,BON-CHAINFILE-001,"Compatible with LIMA DE SIERRA DE CADENA DIA - 3,5 mm Gcr15",,,,,
1021,87,BON-CHAINFILE-002,"Compatible with LIMA DE SIERRA DE CADENA DIA - 4,0 mm Gcr15",,,,,
1022,87,BON-CHAINFILE-003,"Compatible with LIMA DE SIERRA DE CADENA DIA - 4,5 mm Gcr15",,,,,
1023,87,BON-CHAINFILE-004,"Compatible with LIMA DE SIERRA DE CADENA DIA - 4,8 mm Gcr15",,,,,
1024,87,BON-CHAINFILE-005,"Compatible with LIMA DE SIERRA DE CADENA DIA - 5,0 mm Gcr15",,,,,
1025,87,BON-CHAINFILE-006,"Compatible with LIMA DE SIERRA DE CADENA DIA - 5,5 mm Gcr15",,,,,
1026,87,BON-CHAINFILE-007,"Compatible with LIMA PLANA DE 6”, T12",,,,,
1027,87,BON-CHAINFILE-008,"Compatible with 2 PCS EN BLISTER 4,0mm LIMA Chainsaw",,,,,
1028,87,BON-CHAINFILE-009,"Compatible with 2 PCS EN BLISTER 4,8mm LIMA Chainsaw",,,,,
1029,87,BON-CHAINFILE-010,"Compatible with 2 PCS EN BLISTER 5,5mm LIMA Chainsaw",,,,,
1030,87,BON-CHAINFILE-011,"Compatible with 3 PCS EN BLISTER 4,0mm LIMA Chainsaw",,,,,
1031,87,BON-CHAINFILE-012,"Compatible with 3 PCS EN BLISTER 4,8mm LIMA Chainsaw",,,,,
1032,87,BON-CHAINFILE-013,"Compatible with 3 PCS EN BLISTER 5,5mm LIMA Chainsaw",,,,,
1033,87,BON-CHAINFILE-014,"Compatible with LIMA ""N"" GUIA 5,5mm",,,,,
1034,87,BON-CHAINFILE-015,"Compatible with LIMA ""N"" GUIA 4,8mm",,,,,
1035,87,BON-CHAINFILE-016,"Compatible with LIMA ""N"" GUIA 4,0mm",,,,,
1036,87,BON-CHAINFILE-017,"Compatible with LIMA ""N"" GUIA 4,0mm",,,,,
1037,87,BON-CHAINFILE-018,"Compatible with LIMA ""N"" GUIA 4,8mm",,,,,
1038,87,BON-CHAINFILE-019,"Compatible with LIMA ""N"" GUIA 5,5mm",,,,,
1039,87,BON-CHAINFILE-020,"Compatible with LIMA ""N"" GUIA 4,0mm",,,,,
1040,87,BON-CHAINFILE-021,"Compatible with LIMA ""N"" GUIA 4,8mm",,,,,
1041,87,BON-CHAINFILE-022,"Compatible with LIMA ""N"" GUIA 5,5mm",,,,,
1042,87,BON-CHAINFILE-023,"Compatible with KIT AFILADO CADENA 4,0mm
2 PIEZA ASAS DE PLÁSTICO.
1 PIEZA LIMA DE SIE",,,,,
1043,87,BON-CHAINFILE-024,"Compatible with KIT AFILADO CADENA 4,8mm
2 PIEZA ASAS DE PLÁSTICO.
1 PIEZA LIMA DE SIE",,,,,
1044,87,BON-CHAINFILE-025,"Compatible with KIT AFILADO CADENA 5,5mm
2 ASAS DE PLÁSTICO.
1 LIMA DE SIERRA DE CADEN",,,,,
1045,87,BON-CHAINFILE-026,"Compatible with KIT AFILADO CADENA 4,0mm
2 PIEZA MANGOS DE MADERA
1 PIEZA LIMA DE SIER",,,,,
1046,87,BON-CHAINFILE-027,"Compatible with KIT AFILADO CADENA 4,8mm
2 PIEZA MANGOS DE MADERA
1 PIEZA LIMA DE SIER",,,,,
1047,87,BON-CHAINFILE-028,"Compatible with KIT AFILADO CADENA 4,8mm
2 PIEZA MANGOS DE MADERA
1 PIEZA LIMA DE SIER",,,,,
1048,87,BON-CHAINFILE-029,"Compatible with KIT AFILADOR DE CADENAS (LIMAS 4,0mm,4,8mm,5,5,6"")",,,,,
1049,87,BON-CHAINFILE-030,"Compatible with KIT DE AFILADO DE CADENAS 4,0 mm, LIMA PLANA DE 6""",,,,,
1050,87,BON-CHAINFILE-031,"Compatible with KIT DE AFILADO DE CADENA DE LUJO LIMA DE SIERRA DE CADENA 4,0 mm, 4,8 ",,,,,
1051,87,BON-CHAINFILE-032,"Compatible with KIT DE AFILADO DE CADENAS 4,8 mm, LIMA PLANA DE 6""",,,,,
1052,87,BON-CHAINFILE-033,"Compatible with KIT DE AFILADO DE CADENAS 5,5 mm, LIMA PLANA DE 6""",,,,,
1053,87,BON-CHAINFILE-034,"Compatible with 5PCS-PIEDRA DE AFILAR 4,0mm (COLOR ROSADO, DOMESTICO)",,,,,
1054,87,BON-CHAINFILE-035,"Compatible with 5PCS-PIEDRA DE AFILAR 4,8mm (COLOR ROSADO, DOMESTICO)",,,,,
1055,87,BON-CHAINFILE-036,"Compatible with 5PCS-PIEDRA DE AFILAR 5,5mm (COLOR ROSADO, DOMESTICO)",,,,,
